ni,nc,method,par,true_value,value,se
500,50,G,z,1,-1.2137889444503256,0.6011353586800396
1e3,50,G,z,1,1.6953072976439199,0.3111859525088221
100,10,J,z,1,-0.7465290701240879,0.16119700483977795
500,10,J,z,1,1.1546062454738473,0.41580693679861724
1e3,10,J,z,1,0.4062627156867572,0.1016630339436233
100,25,J,z,1,-1.3664844808653385,0.2584605822339654
500,25,J,z,1,1.0225853768477993,0.17688325978815556
1e3,25,J,z,1,2.983202072118733,0.11538016214035451
100,50,J,z,1,4.187934907807474,0.2951364938635379
500,50,J,z,1,-1.7454225418583396,0.06624207412824035
1e3,50,J,z,1,0.5007781339153611,0.1984672537073493
100,10,N,z,1,3.318849053711105,0.5500736990943551
500,10,N,z,1,-1.2284446956871933,0.8627006337046623
1e3,10,N,z,1,-4.057001377700777,0.2318834806792438
100,25,N,z,1,-0.8718051170266246,0.7220286596566439
500,25,N,z,1,-0.9344789158711304,0.33609278313815594
1e3,25,N,z,1,1.0949771846555918,0.7399934234563261
100,50,N,z,1,0.19252641300393158,0.6480576540343463
500,50,N,z,1,1.462992256489265,0.13988168840296566
1e3,50,N,z,1,0.15525518414650896,0.9329273910261691
100,10,G,o,1,1.748236789390596,0.4168034449685365
500,10,G,o,1,0.26798845000596994,0.9784610783681273
1e3,10,G,o,1,3.3802028930421257,0.3242023114580661
100,25,G,o,1,-0.4746550505144578,0.6121979244053364
500,25,G,o,1,1.5813332908785316,0.34270619158633053
1e3,25,G,o,1,-0.769699136568911,0.3880821028724313
100,50,G,o,1,1.416012957741665,0.23709865962155163
500,50,G,o,1,0.9045396550429475,0.1273563269060105
1e3,50,G,o,1,-2.369041292277185,0.22617533360607922
100,10,J,o,1,0.7115468867620975,0.13780196895822883
500,10,J,o,1,3.3604273310052966,0.8601004583761096
1e3,10,J,o,1,2.3627998463990085,0.008434324292466044
100,25,J,o,1,1.2864952617751029,0.8475917398463935
500,25,J,o,1,-1.3846328874258322,0.13885031477548182
1e3,25,J,o,1,3.338457305578176,0.24578856327570975
100,50,J,o,1,1.1584034178907447,0.3593594303820282
500,50,J,o,1,0.09645249446264559,0.7860460833180696
1e3,50,J,o,1,4.284056425601543,0.05931132403202355
100,10,N,o,1,-0.5391846431990357,0.276410378748551
500,10,N,o,1,1.6067219215156952,0.2011226499453187
1e3,10,N,o,1,3.563474842367029,0.19557662983424962
100,25,N,o,1,2.204445590340857,0.3137860281858593
500,25,N,o,1,0.38595547092632865,0.6245238988194615
1e3,25,N,o,1,0.1631637931547173,0.5850613238289952
100,50,N,o,1,1.7102710600921691,0.961221469566226
500,50,N,o,1,2.026962229199115,0.9675297318026423
1e3,50,N,o,1,1.0372148006574802,0.7295293477363884
100,10,G,x,1.5,6.344290850888635,1.7844575067283586
500,10,G,x,1.5,1.2581177874743106,0.1968274157261476
1e3,10,G,x,1.5,-1.073052091125751,0.6831559701240622
100,25,G,x,1.5,3.4742622715363343,2.1189180372166447
500,25,G,x,1.5,-6.58986482167087,0.1951442892313935
1e3,25,G,x,1.5,2.9402034973117925,1.0136941895470954
100,50,G,x,1.5,3.325951133288487,0.48678199597634375
500,50,G,x,1.5,0.6737575367147529,0.6691013557137921
1e3,50,G,x,1.5,-2.604646087051175,0.7129311970202252
100,10,J,x,1.5,0.0486971560919216,1.6785150555660948
500,10,J,x,1.5,7.194440289542963,0.17482573399320245
1e3,10,J,x,1.5,-1.2318466378164041,0.660562246281188
100,25,J,x,1.5,-7.067257373252746,0.03708911739522591
500,25,J,x,1.5,4.484380318970786,1.2888823961257003
1e3,25,J,x,1.5,-0.3419329691439046,1.944975780963432
100,50,J,x,1.5,-0.3771171045390296,0.4493040808592923
500,50,J,x,1.5,-2.965532628835068,1.134529344853945
1e3,50,J,x,1.5,1.4171143068783327,0.5223366713616997
100,10,N,x,1.5,4.0765177104585275,0.19909214362269267
500,10,N,x,1.5,-0.6585467936275453,1.4633686944725923
1e3,10,N,x,1.5,-0.7292608037479189,0.04084004054311663
100,25,N,x,1.5,5.529313437250136,0.6905772694735788
500,25,N,x,1.5,0.5905913771283566,1.5587348308763467
1e3,25,N,x,1.5,0.9124835900418752,0.6571608872618526
100,50,N,x,1.5,-0.7992561096485482,0.6548626678995788
500,50,N,x,1.5,4.8084081059242365,0.4059912615339272
1e3,50,N,x,1.5,-2.1529006458420006,1.6838249791762792
100,10,G,f,1.5,4.620345163902904,1.500720635871403
500,10,G,f,1.5,4.460339238877065,0.5630336061003618
1e3,10,G,f,1.5,-0.21807554463945955,1.898610305506736
100,25,G,f,1.5,4.617295284051323,1.3259100055438466
500,25,G,f,1.5,5.125623989049,0.7321198051795363
1e3,25,G,f,1.5,3.6149639886991003,1.3822099614772014
100,50,G,f,1.5,8.939744731511873,1.4178152614622377
500,50,G,f,1.5,-5.710146020435358,1.0485628218739294
1e3,50,G,f,1.5,-2.7801928061253065,1.50583437475143
100,10,J,f,1.5,-3.5576545421664676,0.801843049004674
500,10,J,f,1.5,2.116095419331376,0.3616242408170365
1e3,10,J,f,1.5,7.322299013276517,1.7598729897290468
100,25,J,f,1.5,7.664957669766788,0.2314879809273407
500,25,J,f,1.5,3.2941166312300014,1.5612870449549519
1e3,25,J,f,1.5,4.728451715849017,0.311529561819043
100,50,J,f,1.5,0.9676957231152012,1.4654277535155416
500,50,J,f,1.5,3.2231122739351195,1.6533014908782206
1e3,50,J,f,1.5,2.8823774131497086,1.8413803292205557
100,10,N,f,1.5,-1.2962405213936066,1.7969112546416
500,10,N,f,1.5,0.42236560225048003,0.9684656081954017
1e3,10,N,f,1.5,1.0045615588948067,0.45586864388315007
100,25,N,f,1.5,6.621316544605588,1.4104208161588758
500,25,N,f,1.5,-2.3101397381972033,1.838621412171051
1e3,25,N,f,1.5,-6.268563386026524,2.0634950043749996
100,50,N,f,1.5,4.3228344226431155,1.1182114049443044
500,50,N,f,1.5,-1.4987656034988213,0.664085099415388
1e3,50,N,f,1.5,-0.10235915255783734,0.36082302359864116
100,10,G,v,1.5,4.824098541557363,0.9133102660998702
500,10,G,v,1.5,-1.3037579668047488,1.8931691925390624
1e3,10,G,v,1.5,0.24683989766274061,0.5245177080505528
100,25,G,v,1.5,7.020260228870119,0.5159089334774762
500,25,G,v,1.5,3.441126483528403,2.172706395154819
1e3,25,G,v,1.5,3.4921382457532975,1.007474496786017
100,50,G,v,1.5,0.9978300255859565,1.4248569627525285
500,50,G,v,1.5,-2.6766268709091605,0.4112155985785648
1e3,50,G,v,1.5,-3.99895929504794,0.2349193518748507
100,10,J,v,1.5,0.6792287361346512,1.4486922093783505
500,10,J,v,1.5,8.85478607454229,0.9392645882908255
1e3,10,J,v,1.5,2.314591835626729,0.028683521726634353
100,25,J,v,1.5,2.1039446327856863,1.9377984311431646
500,25,J,v,1.5,2.7221371771284337,0.7312726111267693
1e3,25,J,v,1.5,0.08465543608126258,1.7379690629895777
100,50,J,v,1.5,-3.6393504610953427,0.19924577081110328
500,50,J,v,1.5,11.33129945067829,1.14561477326788
1e3,50,J,v,1.5,-0.056722092579661876,0.6464089197688736
100,10,N,v,1.5,0.4028679890106157,2.0108912445721216
500,10,N,v,1.5,-5.0854840132329775,1.9445827880990691
1e3,10,N,v,1.5,0.588759594854748,0.8868449181318283
100,25,N,v,1.5,0.5913473828869743,0.2802292120177299
500,25,N,v,1.5,0.5611949229376023,1.6483314796350896
1e3,25,N,v,1.5,-5.065629820747807,0.22775467339670286
100,50,N,v,1.5,8.057269893268792,1.6847115335986018
500,50,N,v,1.5,7.97983000397398,1.9725649142637849
1e3,50,N,v,1.5,4.033753005372857,1.6471951785497367
100,10,G,z,1.5,-2.544379376971415,0.37987779424292967
500,10,G,z,1.5,4.125275011265691,0.37179715605452657
1e3,10,G,z,1.5,0.594410230154393,2.151506043272093
100,25,G,z,1.5,0.3250306000160288,0.7886669900617562
500,25,G,z,1.5,6.506674827981859,1.6355082102818415
1e3,25,G,z,1.5,-3.0115287142569303,2.1675382792018354
100,50,G,z,1.5,-0.37833940040365555,2.2449993183254264
500,50,G,z,1.5,-1.1865819752759759,0.10255868156673387
1e3,50,G,z,1.5,1.5725735073661224,1.033925436262507
100,10,J,z,1.5,-4.279071038813869,1.6577186365029775
500,10,J,z,1.5,-1.0842114453038185,1.1655785330221988
1e3,10,J,z,1.5,4.1305024624629905,1.780633412708994
100,25,J,z,1.5,3.209308712209861,1.4682404546183534
500,25,J,z,1.5,-2.0783455650152884,0.9864050057949498
1e3,25,J,z,1.5,3.5546971421470035,1.0250280109466985
100,50,J,z,1.5,-7.438089156386791,1.2852635895833373
500,50,J,z,1.5,0.2489784967062194,2.166850468085613
1e3,50,J,z,1.5,4.119851245574347,1.382320498873014
100,10,N,z,1.5,-0.921457977473628,2.067566662095487
500,10,N,z,1.5,1.3662482241194802,0.35897442628629506
1e3,10,N,z,1.5,-4.354107679360656,2.2451928328955546
100,25,N,z,1.5,4.614989641295805,0.5333772283047438
500,25,N,z,1.5,-5.298762757431819,1.6397905785706826
1e3,25,N,z,1.5,0.3108316461439191,0.9446289565530606
100,50,N,z,1.5,0.5621585498380687,1.4211492168833502
500,50,N,z,1.5,1.7238388821084696,1.0029437077464536
1e3,50,N,z,1.5,-1.5257014478243285,0.04137162765255198
100,10,G,o,1.5,8.22285908199534,2.123905690794345
500,10,G,o,1.5,-3.753847655394189,1.4830243469914421
1e3,10,G,o,1.5,2.4337594875749304,0.7396949643152766
100,25,G,o,1.5,-9.301418269243932,1.1173630840494297
500,25,G,o,1.5,1.5088762488413494,0.2093746375758201
1e3,25,G,o,1.5,3.372630883583761,1.9232175317010842
100,50,G,o,1.5,-2.4855157747806076,1.0742038295720704
500,50,G,o,1.5,4.089721720855396,1.630696380743757
1e3,50,G,o,1.5,2.716084761621957,1.4328188822837546
100,10,J,o,1.5,5.087256195979565,1.4668772575096227
500,10,J,o,1.5,-1.5986285800750424,0.016220193298067898
1e3,10,J,o,1.5,-2.0661382822697667,0.37803285353584215
100,25,J,o,1.5,-5.009021801279564,0.6056684174691327
500,25,J,o,1.5,0.31516830867969303,1.5666773253469728
1e3,25,J,o,1.5,-3.41906802904178,0.13320248894160613
100,50,J,o,1.5,4.0284466985672625,0.38530828000511974
500,50,J,o,1.5,1.761901839820031,0.00470311101526022
1e3,50,J,o,1.5,9.545663914934421,2.068118063500151
100,10,N,o,1.5,-2.753689334446663,1.923196630901657
500,10,N,o,1.5,5.841799188245219,0.9994332462083548
1e3,10,N,o,1.5,-0.4376750886414038,0.006145336898043752
100,25,N,o,1.5,-3.8519930591345357,0.35908655571984127
500,25,N,o,1.5,3.6052165454586946,2.0331346273887902
1e3,25,N,o,1.5,-3.7665659776929985,1.0760093962890096
100,50,N,o,1.5,-2.376997319428709,1.6621892130933702
500,50,N,o,1.5,-1.1936250360863858,0.5934188914834522
1e3,50,N,o,1.5,2.2749227706930246,1.6484051948064007
100,10,G,x,2,-5.991365816488078,0.5014123311266303
500,10,G,x,2,10.622802585644989,1.36728988122195
1e3,10,G,x,2,-7.591795060062996,3.5795521158725023
100,25,G,x,2,3.7330962814776854,1.2438655849546194
500,25,G,x,2,3.1446962383114183,3.8730962248519063
1e3,25,G,x,2,-6.526000728423844,3.785692300647497
100,50,G,x,2,-1.4289872856142347,2.4106419747695327
500,50,G,x,2,-3.2494358141707718,2.6013357881456614
1e3,50,G,x,2,9.675154614860904,3.819512245245278
100,10,J,x,2,14.44842108881777,1.8232088228687644
500,10,J,x,2,-6.326371470305972,0.14384874515235424
1e3,10,J,x,2,9.444579268321974,1.4640651987865567
100,25,J,x,2,1.3964325519024707,0.23755447380244732
500,25,J,x,2,-13.737562792407681,1.0925281401723623
1e3,25,J,x,2,-4.047229141161548,0.3488357225432992
100,50,J,x,2,5.689193284054097,0.4828037405386567
500,50,J,x,2,3.1608530483829753,3.6623266683891416
1e3,50,J,x,2,-17.538490568651383,1.276224149391055
100,10,N,x,2,6.642549483612583,1.4597321525216103
500,10,N,x,2,7.240415987893962,3.7101931031793356
1e3,10,N,x,2,-0.4360706980753495,3.828169188462198
100,25,N,x,2,-3.660545860938374,2.5441584596410394
500,25,N,x,2,17.772576115825828,0.2114253994077444
1e3,25,N,x,2,1.2800105548180072,0.25544246938079596
100,50,N,x,2,1.8878619845446063,1.5323759373277426
500,50,N,x,2,-6.98765549688123,0.7937348950654268
1e3,50,N,x,2,-8.753040987009651,2.14125057682395
100,10,G,f,2,-10.185246168496704,1.1748119946569204
500,10,G,f,2,-1.3757456830573909,3.720499279908836
1e3,10,G,f,2,12.88739571264786,1.3488485561683774
100,25,G,f,2,16.03035876267898,3.5337702222168446
500,25,G,f,2,14.546917874822304,2.292441983707249
1e3,25,G,f,2,12.374044559581986,1.1223914548754692
100,50,G,f,2,0.09922998845110631,2.9305798346176744
500,50,G,f,2,-7.793201085445647,3.4904636535793543
1e3,50,G,f,2,-0.6225014411205727,2.8604502929374576
100,10,J,f,2,-17.299602210178,2.0841036336496472
500,10,J,f,2,-0.5103429875471202,3.678445391356945
1e3,10,J,f,2,15.27902963716573,1.8120247721672058
100,25,J,f,2,3.047624804860135,2.8620303524658084
500,25,J,f,2,10.767109461516679,3.0410107662901282
1e3,25,J,f,2,5.914727655551306,1.2295076334849
100,50,J,f,2,-4.231282363589222,3.6606378331780434
500,50,J,f,2,15.948474823434815,2.6630599601194263
1e3,50,J,f,2,1.37290171735147,0.4931978555396199
100,10,N,f,2,-5.804430340180384,2.244769717566669
500,10,N,f,2,2.565278597908553,0.896580683067441
1e3,10,N,f,2,-10.14879623058556,1.9099858105182648
100,25,N,f,2,8.910232262330545,2.61643866635859
500,25,N,f,2,6.012547082914942,2.959942303597927
1e3,25,N,f,2,-0.8382506371758947,3.9527855552732944
100,50,N,f,2,-1.9074311007295193,0.40553633868694305
500,50,N,f,2,9.490351578341585,0.9154650680720806
1e3,50,N,f,2,-6.499267091377137,0.726667819544673
100,10,G,v,2,-5.870566973635107,2.702454410493374
500,10,G,v,2,5.393983016160627,1.8594147181138396
1e3,10,G,v,2,-1.610507844421074,1.190835278481245
100,25,G,v,2,9.400678373791205,3.358691504225135
500,25,G,v,2,0.4110335215014931,3.852814167737961
1e3,25,G,v,2,11.558808135203178,1.6007045144215226
100,50,G,v,2,5.964357641441211,3.3136192187666893
500,50,G,v,2,-15.961220592743778,3.5266264900565147
1e3,50,G,v,2,-8.682970883345757,3.020113200880587
100,10,J,v,2,12.262201649421552,3.0959333712235093
500,10,J,v,2,7.526367233389694,2.12514472566545
1e3,10,J,v,2,-5.73650134286647,0.884717377834022
100,25,J,v,2,-8.766349480160862,3.7635458316653967
500,25,J,v,2,10.269323114525847,0.20642475318163633
1e3,25,J,v,2,-4.494211677304429,3.427295102737844
100,50,J,v,2,16.413803828945397,3.6638643918558955
500,50,J,v,2,16.172335683035257,1.4603570299223065
1e3,50,J,v,2,-9.637530958419127,3.732275818474591
100,10,N,v,2,-4.765234500605096,3.7426083544269204
500,10,N,v,2,-8.003837274593453,0.6216305764392018
1e3,10,N,v,2,7.338304543233407,0.8871447909623384
100,25,N,v,2,-8.32615750110104,0.7263104002922773
500,25,N,v,2,-14.280028307751248,1.7102849911898375
1e3,25,N,v,2,18.17077595594013,1.0495246965438128
100,50,N,v,2,10.04778790089737,3.1351352324709296
500,50,N,v,2,8.536988809800015,3.961662460118532
1e3,50,N,v,2,-3.311906268617949,0.4768434287980199
100,10,G,z,2,1.9097501499968235,1.2243579793721437
500,10,G,z,2,6.95741804967835,3.2489308081567287
1e3,10,G,z,2,-8.249909935713621,1.175844106823206
100,25,G,z,2,1.0059093889916153,3.9622390838339925
500,25,G,z,2,3.405933236014169,2.3532464504241943
1e3,25,G,z,2,15.54219035578171,3.121154997497797
100,50,G,z,2,7.137061737655463,2.7409843364730477
500,50,G,z,2,12.257864258793669,0.30670145340263844
1e3,50,G,z,2,3.124375788379066,2.268496419303119
100,10,J,z,2,-6.900021465444555,0.34396667778491974
500,10,J,z,2,-0.7174157756951813,3.1006008069962263
1e3,10,J,z,2,-11.318117114099797,2.848356536589563
100,25,J,z,2,9.430814093762166,2.222245030105114
500,25,J,z,2,13.334614677726224,2.7333155972883105
1e3,25,J,z,2,1.4982337789838867,3.9157329788431525
100,50,J,z,2,-5.847218688782971,0.773126152344048
500,50,J,z,2,10.697202009896044,2.959345900453627
1e3,50,J,z,2,3.114616212485484,0.06342219188809395
100,10,N,z,2,-1.0901767813902792,1.0150905326008797
500,10,N,z,2,10.988683385440133,0.27622978389263153
1e3,10,N,z,2,-4.078765258860748,1.331162647344172
100,25,N,z,2,11.191672825832278,3.3487939992919564
500,25,N,z,2,-4.739810071494002,1.3302679294720292
1e3,25,N,z,2,5.131306723142149,1.6456942344084382
100,50,N,z,2,9.131017938549103,1.8195478925481439
500,50,N,z,2,-8.6820697004346,3.413431421853602
1e3,50,N,z,2,5.1849878226794655,2.357087127864361
100,10,G,o,2,1.1073055764093929,3.473448866046965
500,10,G,o,2,7.405951333138287,2.294201693497598
1e3,10,G,o,2,-4.30878348303374,0.3793668132275343
100,25,G,o,2,1.3041093275400506,0.34048365149647
500,25,G,o,2,13.058272062046314,0.6777844093739986
1e3,25,G,o,2,3.347921310464206,2.503881243057549
100,50,G,o,2,8.585527586200946,3.1479067988693714
500,50,G,o,2,0.23284321906846217,2.8732541278004646
1e3,50,G,o,2,-6.235133237717687,3.0101092401891947
100,10,J,o,2,1.9125944732229707,0.16672277823090553
500,10,J,o,2,-7.799929243526185,2.3564112344756722
1e3,10,J,o,2,-18.768891107599767,0.9993561590090394
100,25,J,o,2,11.352980735931888,1.698018554598093
500,25,J,o,2,-6.6952705358194375,2.6738337986171246
1e3,25,J,o,2,-12.608664101171312,0.6150618400424719
100,50,J,o,2,9.962254458340531,1.2472571786493063
500,50,J,o,2,1.9051057485540885,3.6414371877908707
1e3,50,J,o,2,-2.797027158012871,1.7016631197184324
100,10,N,o,2,0.5764161071831628,0.23238200042396784
500,10,N,o,2,-1.407850734418414,2.8381537832319736
1e3,10,N,o,2,9.973270211640564,2.9499952644109726
100,25,N,o,2,7.821285668012249,1.7729713283479214
500,25,N,o,2,-11.813044766908057,1.9071762347593904
1e3,25,N,o,2,4.827187965134,2.2753032334148884
100,50,N,o,2,7.8145093271964585,0.6850665919482708
500,50,N,o,2,7.346087807813636,2.996741355396807
1e3,50,N,o,2,-17.394538474273705,3.4523705448955297
100,10,G,x,-0.5,-1.1656913249236256,0.040217394242063165
500,10,G,x,-0.5,5.099248581935743,0.08761814708122984
1e3,10,G,x,-0.5,1.753675285937676,0.0853240032447502
100,25,G,x,-0.5,-5.334563113021332,0.19464377558324486
500,25,G,x,-0.5,-5.2055657112826665,0.18438176583731547
1e3,25,G,x,-0.5,0.8890675789912585,0.09439201763598248
100,50,G,x,-0.5,-0.992303256603521,0.21149642980890349
500,50,G,x,-0.5,2.2189403056336325,0.0958642308251001
1e3,50,G,x,-0.5,0.3310672998617171,0.04511484637623653
100,10,J,x,-0.5,-0.27089920316348476,0.11206069815671071
500,10,J,x,-0.5,0.019474137954356263,0.011320140270981938
1e3,10,J,x,-0.5,-0.029759748273525344,0.15677799948025495
100,25,J,x,-0.5,-4.090968436432827,0.04120501986471936
500,25,J,x,-0.5,6.1453706374500685,0.19112178345676512
1e3,25,J,x,-0.5,-4.49375439465011,0.24213251005858183
100,50,J,x,-0.5,-0.5479743462614712,0.17346520611317828
500,50,J,x,-0.5,-2.039567621479402,0.18235153891146183
1e3,50,J,x,-0.5,4.591486551252597,0.09677415061742067
100,10,N,x,-0.5,2.3607848293634026,0.11363166675437242
500,10,N,x,-0.5,-2.094431197394811,0.10539184237131849
1e3,10,N,x,-0.5,0.08101774962565245,0.00783388112904504
100,25,N,x,-0.5,2.7964241928017293,0.009452017955482006
500,25,N,x,-0.5,5.825276178950742,0.22105421143351123
1e3,25,N,x,-0.5,0.35493474029945504,0.20208562235347927
100,50,N,x,-0.5,-3.44865395147723,0.00507925811689347
500,50,N,x,-0.5,-3.2818777578271723,0.011202962836250663
1e3,50,N,x,-0.5,5.1730288375074736,0.1372814191854559
100,10,G,f,-0.5,-6.356460548668469,0.0191497495980002
500,10,G,f,-0.5,8.142944602381624,0.22845068149035797
1e3,10,G,f,-0.5,-1.2392111093850495,0.14158019080059603
100,25,G,f,-0.5,-1.7852182193790704,0.005026589380577207
500,25,G,f,-0.5,-0.05435145113568324,0.06710885284701362
1e3,25,G,f,-0.5,2.140021995826433,0.2381499918992631
100,50,G,f,-0.5,0.35652770951000357,0.13576205278513953
500,50,G,f,-0.5,-6.032828349319454,0.04130600014468655
1e3,50,G,f,-0.5,0.4999528186566673,0.03311523073352873
100,10,J,f,-0.5,0.7739929123196823,0.11168494797311723
500,10,J,f,-0.5,1.3654915723697358,0.005769020353909582
1e3,10,J,f,-0.5,-3.4172983629901825,0.14548583450959995
100,25,J,f,-0.5,-7.206265431036678,0.054980223590973765
500,25,J,f,-0.5,-1.4180404331008452,0.01921234099427238
1e3,25,J,f,-0.5,-3.170880200937056,0.012921993737109005
100,50,J,f,-0.5,-2.666264046168285,0.010284796182531863
500,50,J,f,-0.5,-3.1976951490111474,0.07383330183802173
1e3,50,J,f,-0.5,-1.6257265817382152,0.08164002618286759
100,10,N,f,-0.5,-1.3802547824569689,0.19022564450278878
500,10,N,f,-0.5,1.7516902239403374,0.21144047839334235
1e3,10,N,f,-0.5,2.2900406844367174,0.03201243176590651
100,25,N,f,-0.5,-2.7472749054511314,0.002193877357058227
500,25,N,f,-0.5,-1.3734691272427209,0.1026242573861964
1e3,25,N,f,-0.5,0.5223201803243125,0.1269194141495973
100,50,N,f,-0.5,3.456378702777534,0.03690012753941119
500,50,N,f,-0.5,-0.6585910958124697,0.11533545446582139
1e3,50,N,f,-0.5,-5.305139865023907,0.230404470465146
100,10,G,v,-0.5,0.1557780276190962,0.059572828526142985
500,10,G,v,-0.5,-0.8368392840773441,0.05609702441142872
1e3,10,G,v,-0.5,4.513366865146253,0.245676068298053
100,25,G,v,-0.5,0.47134456797975954,0.20837615430355072
500,25,G,v,-0.5,-2.262250904479323,0.05127616971731186
1e3,25,G,v,-0.5,-1.743156777795272,0.2388423873926513
100,50,G,v,-0.5,-1.9291951455976042,0.14001711341552436
500,50,G,v,-0.5,0.026186828092078618,0.188003032526467
1e3,50,G,v,-0.5,-0.001015115981656045,0.16584297770168632
100,10,J,v,-0.5,2.0904099103333684,0.08035593439126387
500,10,J,v,-0.5,0.4055965370426008,0.19050552271073684
1e3,10,J,v,-0.5,-1.5371482974778077,0.1564724114141427
100,25,J,v,-0.5,-3.160450501129014,0.02798023441573605
500,25,J,v,-0.5,1.295210987382932,0.07107517123222351
1e3,25,J,v,-0.5,-0.676744118401674,0.06158417381811887
100,50,J,v,-0.5,0.01714358441021724,0.08757560374215245
500,50,J,v,-0.5,2.6215681924895997,0.08671780495205894
1e3,50,J,v,-0.5,4.455505067307618,0.06816220690961927
100,10,N,v,-0.5,-3.1978003478767905,0.1251294448156841
500,10,N,v,-0.5,4.1501617593356075,0.2219347357749939
1e3,10,N,v,-0.5,-2.951492624625979,0.09385093988385051
100,25,N,v,-0.5,0.25335776513928354,0.18774074775865301
500,25,N,v,-0.5,0.1289587393921433,0.08597925392678007
1e3,25,N,v,-0.5,-1.283215540452511,0.06651713576866314
100,50,N,v,-0.5,3.4435431199752795,0.04269567766459659
500,50,N,v,-0.5,-2.3636845729928675,0.17867727088741958
1e3,50,N,v,-0.5,1.3682645905471282,0.030182053509633988
100,10,G,z,-0.5,-0.5374927818428072,0.13521444384241477
500,10,G,z,-0.5,-3.1346241430970014,0.24322505423333496
1e3,10,G,z,-0.5,2.935659721515031,0.02148626884445548
