method,value,se,true_value,par
MI_T,.45196161,.12634726,.5,trt
MI_LOGT,.5083887,.12166674,.5,trt
CC,.67859191,.15527591,.5,trt
MI_T,.56859279,.13939855,.5,trt
MI_LOGT,.59247553,.12374639,.5,trt
CC,.80883348,.17011367,.5,trt
MI_T,.74259067,.14100248,.5,trt
MI_LOGT,.67809224,.13405015,.5,trt
CC,.72513914,.14912243,.5,trt
MI_T,.49416938,.10513217,.5,trt
MI_LOGT,.56775087,.1142196,.5,trt
CC,.5114463,.13660724,.5,trt
MI_T,.36691704,.12551814,.5,trt
MI_LOGT,.40164059,.12267306,.5,trt
CC,.64330745,.14463289,.5,trt
MI_T,.70210648,.12789004,.5,trt
MI_LOGT,.65023923,.15940781,.5,trt
CC,.70046723,.1707992,.5,trt
MI_T,.63047135,.16812803,.5,trt
MI_LOGT,.65092099,.16322188,.5,trt
CC,.43083951,.13887924,.5,trt
MI_T,.3497012,.11572704,.5,trt
MI_LOGT,.40893677,.12569137,.5,trt
CC,.53519344,.16730735,.5,trt
MI_T,.40933675,.15861687,.5,trt
MI_LOGT,.47077015,.14978614,.5,trt
CC,.44081011,.15400891,.5,trt
MI_T,.51623648,.14876342,.5,trt
MI_LOGT,.48338321,.12775707,.5,trt
CC,.43782085,.16276494,.5,trt
MI_T,.38795874,.13365288,.5,trt
MI_LOGT,.40454155,.13075052,.5,trt
CC,.29533952,.1327356,.5,trt
MI_T,.37524903,.12796341,.5,trt
MI_LOGT,.33477306,.12029283,.5,trt
CC,.39944398,.15909791,.5,trt
MI_T,.40576988,.13966703,.5,trt
MI_LOGT,.40600434,.15485896,.5,trt
CC,.37518001,.12717268,.5,trt
MI_T,.3502911,.11337261,.5,trt
MI_LOGT,.35973522,.11946729,.5,trt
CC,.41997322,.14349006,.5,trt
MI_T,.48178661,.13262485,.5,trt
MI_LOGT,.49519181,.13239282,.5,trt
CC,.45347032,.1251937,.5,trt
MI_T,.46966612,.10921548,.5,trt
MI_LOGT,.49337748,.12237777,.5,trt
CC,.43340105,.13012278,.5,trt
MI_T,.54591471,.11564881,.5,trt
MI_LOGT,.51302356,.12208279,.5,trt
CC,.35749397,.13085409,.5,trt
MI_T,.3236928,.11904075,.5,trt
MI_LOGT,.31651622,.11457049,.5,trt
CC,.48888618,.1360433,.5,trt
MI_T,.29972243,.13495773,.5,trt
MI_LOGT,.39158398,.11412782,.5,trt
CC,.52847213,.11690789,.5,trt
MI_T,.49967116,.10165899,.5,trt
MI_LOGT,.48903301,.11476542,.5,trt
CC,.64487535,.15942793,.5,trt
MI_T,.49958605,.1270013,.5,trt
MI_LOGT,.47888362,.13775845,.5,trt
CC,.43494737,.15387426,.5,trt
MI_T,.41421399,.11527452,.5,trt
MI_LOGT,.42033106,.11639004,.5,trt
CC,.44638625,.13987365,.5,trt
MI_T,.45018703,.13654068,.5,trt
MI_LOGT,.45687237,.1205602,.5,trt
CC,.49868554,.14554843,.5,trt
MI_T,.49442181,.14586069,.5,trt
MI_LOGT,.48294243,.127721,.5,trt
CC,.54150099,.13892385,.5,trt
MI_T,.56688035,.13850763,.5,trt
MI_LOGT,.58032942,.12215946,.5,trt
CC,.32595637,.14561549,.5,trt
MI_T,.38084099,.13266608,.5,trt
MI_LOGT,.37006131,.12545472,.5,trt
CC,.26656467,.14710252,.5,trt
MI_T,.33003962,.13209547,.5,trt
MI_LOGT,.33417112,.12800676,.5,trt
CC,.49643573,.13777162,.5,trt
MI_T,.6024577,.12009949,.5,trt
MI_LOGT,.58504593,.12054335,.5,trt
CC,.41298935,.1354271,.5,trt
MI_T,.48792225,.14703539,.5,trt
MI_LOGT,.48323786,.12374694,.5,trt
CC,.27966252,.15376627,.5,trt
MI_T,.31780067,.17063531,.5,trt
MI_LOGT,.33544618,.12347317,.5,trt
CC,.52996635,.14192472,.5,trt
MI_T,.46766055,.13376926,.5,trt
MI_LOGT,.45504293,.1330345,.5,trt
CC,.44038585,.14420404,.5,trt
MI_T,.37758106,.13551135,.5,trt
MI_LOGT,.34098098,.12202361,.5,trt
CC,.37772119,.14001068,.5,trt
MI_T,.47944996,.13414663,.5,trt
MI_LOGT,.46974567,.123077,.5,trt
CC,.70746064,.1833566,.5,trt
MI_T,.68941146,.19106765,.5,trt
MI_LOGT,.53971821,.15654871,.5,trt
CC,.33724821,.13131961,.5,trt
MI_T,.30831614,.10592593,.5,trt
MI_LOGT,.32383275,.12689957,.5,trt
CC,.49772197,.13325891,.5,trt
MI_T,.31686383,.13182694,.5,trt
MI_LOGT,.39929423,.1120165,.5,trt
CC,.63733709,.17780474,.5,trt
MI_T,.57453322,.16373613,.5,trt
MI_LOGT,.62662661,.14983839,.5,trt
CC,.59877729,.12863263,.5,trt
MI_T,.64060479,.1161139,.5,trt
MI_LOGT,.65384299,.12212561,.5,trt
CC,.67331654,.14400427,.5,trt
MI_T,.61298168,.11866619,.5,trt
MI_LOGT,.58427697,.13667813,.5,trt
CC,.51154089,.12788434,.5,trt
MI_T,.53896052,.12403835,.5,trt
MI_LOGT,.56798148,.12432861,.5,trt
CC,.5329935,.14708695,.5,trt
MI_T,.52226126,.12407574,.5,trt
MI_LOGT,.50984049,.14694875,.5,trt
CC,.30954057,.17750965,.5,trt
MI_T,.33086312,.14620936,.5,trt
MI_LOGT,.4545714,.14872634,.5,trt
CC,.79441065,.1734025,.5,trt
MI_T,.79655474,.13131917,.5,trt
MI_LOGT,.76569676,.13009149,.5,trt
CC,.53679109,.13954552,.5,trt
MI_T,.49413881,.12056063,.5,trt
MI_LOGT,.45965546,.13709836,.5,trt
CC,.60504961,.1717895,.5,trt
MI_T,.73505467,.1613525,.5,trt
MI_LOGT,.66379112,.15463245,.5,trt
CC,.63278121,.13931172,.5,trt
MI_T,.52883446,.13899596,.5,trt
MI_LOGT,.54836017,.1339108,.5,trt
CC,.53591484,.14929093,.5,trt
MI_T,.48589113,.1676517,.5,trt
MI_LOGT,.48633566,.17505187,.5,trt
CC,.21594207,.13285412,.5,trt
MI_T,.20068958,.11526991,.5,trt
MI_LOGT,.218942,.1133865,.5,trt
CC,.73427385,.15206806,.5,trt
MI_T,.67270035,.12261726,.5,trt
MI_LOGT,.71745443,.13352567,.5,trt
CC,.44019192,.1299652,.5,trt
MI_T,.34746295,.10393076,.5,trt
MI_LOGT,.33680302,.10807284,.5,trt
CC,.48554531,.14947131,.5,trt
MI_T,.47013497,.12768145,.5,trt
MI_LOGT,.49561387,.13042715,.5,trt
CC,.44051549,.12967443,.5,trt
MI_T,.46984312,.11935756,.5,trt
MI_LOGT,.41396126,.12908505,.5,trt
CC,.56053174,.18416958,.5,trt
MI_T,.49582851,.14141692,.5,trt
MI_LOGT,.52257472,.16817044,.5,trt
CC,.41517517,.13692264,.5,trt
MI_T,.40257174,.11181148,.5,trt
MI_LOGT,.38140851,.13309653,.5,trt
CC,.33712754,.13418798,.5,trt
MI_T,.45678014,.12358723,.5,trt
MI_LOGT,.41937536,.13216048,.5,trt
CC,.58278197,.17159972,.5,trt
MI_T,.53961813,.13379237,.5,trt
MI_LOGT,.45935526,.1395866,.5,trt
CC,.42488489,.16742061,.5,trt
MI_T,.47190902,.13313256,.5,trt
MI_LOGT,.37781456,.16887581,.5,trt
CC,.87506068,.16423139,.5,trt
MI_T,.84162843,.14345539,.5,trt
MI_LOGT,.87847823,.15138106,.5,trt
CC,.57325369,.13432258,.5,trt
MI_T,.48334751,.12472896,.5,trt
MI_LOGT,.48375317,.11626381,.5,trt
CC,.44725993,.11892036,.5,trt
MI_T,.48604238,.10677107,.5,trt
MI_LOGT,.54674798,.10552257,.5,trt
CC,.82544988,.17362151,.5,trt
MI_T,.698327,.16178827,.5,trt
MI_LOGT,.69795364,.19006784,.5,trt
CC,.46769077,.13244985,.5,trt
MI_T,.40115479,.12009212,.5,trt
MI_LOGT,.43337092,.11794084,.5,trt
CC,.48984849,.13633893,.5,trt
MI_T,.55625463,.13742094,.5,trt
MI_LOGT,.55312014,.13662754,.5,trt
CC,.61724448,.15579662,.5,trt
MI_T,.5061543,.12353601,.5,trt
MI_LOGT,.51903993,.14466932,.5,trt
CC,.48270151,.16450819,.5,trt
MI_T,.40622851,.1297079,.5,trt
MI_LOGT,.44998774,.13166878,.5,trt
CC,.38653305,.13873024,.5,trt
MI_T,.38239306,.13018465,.5,trt
MI_LOGT,.46732235,.11934663,.5,trt
CC,.54935217,.16112728,.5,trt
MI_T,.48063722,.13398585,.5,trt
MI_LOGT,.42170763,.19510764,.5,trt
CC,.73597974,.15609488,.5,trt
MI_T,.60398978,.12254638,.5,trt
MI_LOGT,.70426631,.15521629,.5,trt
CC,.38676023,.14430039,.5,trt
MI_T,.39953619,.1431357,.5,trt
MI_LOGT,.44324911,.13636598,.5,trt
CC,.69028687,.15849884,.5,trt
MI_T,.62797391,.1343382,.5,trt
MI_LOGT,.63164395,.17942192,.5,trt
CC,.3766306,.12365071,.5,trt
MI_T,.41381508,.11859207,.5,trt
MI_LOGT,.3680791,.12402865,.5,trt
CC,.7295137,.19217025,.5,trt
MI_T,.78227717,.16404951,.5,trt
MI_LOGT,.75005859,.15454295,.5,trt
CC,.57104218,.13047981,.5,trt
MI_T,.51593083,.13313612,.5,trt
MI_LOGT,.50952673,.11958332,.5,trt
CC,.40698728,.16385604,.5,trt
MI_T,.48775497,.13865748,.5,trt
MI_LOGT,.52839559,.1491717,.5,trt
CC,.52933598,.16060609,.5,trt
MI_T,.46178675,.18952611,.5,trt
MI_LOGT,.39437568,.12178283,.5,trt
CC,.73076338,.14393584,.5,trt
MI_T,.67608446,.12575208,.5,trt
MI_LOGT,.62569284,.13100246,.5,trt
CC,.53128088,.13522683,.5,trt
MI_T,.61753464,.12248895,.5,trt
MI_LOGT,.60133213,.12763049,.5,trt
CC,.38335302,.13796972,.5,trt
MI_T,.37176722,.11747927,.5,trt
MI_LOGT,.32013044,.12787813,.5,trt
CC,.77560526,.17170127,.5,trt
MI_T,.81094271,.16177863,.5,trt
MI_LOGT,.7650311,.1442091,.5,trt
CC,.58619618,.15318969,.5,trt
MI_T,.66865724,.12400625,.5,trt
MI_LOGT,.68571645,.12587915,.5,trt
CC,.47373948,.14425369,.5,trt
MI_T,.56867331,.12278488,.5,trt
MI_LOGT,.51820964,.12744771,.5,trt
CC,.56217748,.15419331,.5,trt
MI_T,.45087945,.1349183,.5,trt
MI_LOGT,.46613601,.13856736,.5,trt
CC,.40581486,.14114936,.5,trt
MI_T,.50561672,.12131349,.5,trt
MI_LOGT,.48051295,.13350901,.5,trt
CC,.48759967,.13737248,.5,trt
MI_T,.4676584,.14890026,.5,trt
MI_LOGT,.43410078,.15740445,.5,trt
CC,.71466833,.13396497,.5,trt
MI_T,.69049972,.12486596,.5,trt
MI_LOGT,.69329447,.13071904,.5,trt
CC,.46060169,.15361966,.5,trt
MI_T,.46074539,.15127753,.5,trt
MI_LOGT,.52833122,.14687069,.5,trt
CC,.57484025,.14389881,.5,trt
MI_T,.56786978,.1350771,.5,trt
MI_LOGT,.59980196,.13346057,.5,trt
CC,.42403433,.15094201,.5,trt
MI_T,.55316359,.13833588,.5,trt
MI_LOGT,.50291204,.13575502,.5,trt
CC,.31041285,.13149832,.5,trt
MI_T,.3508656,.11841219,.5,trt
MI_LOGT,.33164513,.1238783,.5,trt
CC,.45979172,.14772791,.5,trt
MI_T,.49963993,.15224591,.5,trt
MI_LOGT,.51544207,.13614661,.5,trt
CC,.20617776,.15391929,.5,trt
MI_T,.16323613,.15373805,.5,trt
MI_LOGT,.15516107,.14033377,.5,trt
CC,.45493937,.1128612,.5,trt
MI_T,.43960717,.1213,.5,trt
MI_LOGT,.48921022,.11756934,.5,trt
CC,.53539473,.13483678,.5,trt
MI_T,.50290793,.13848484,.5,trt
MI_LOGT,.51703167,.1271901,.5,trt
CC,.6146704,.12394245,.5,trt
MI_T,.54733181,.10081501,.5,trt
MI_LOGT,.51903188,.1057535,.5,trt
CC,.53603721,.14785558,.5,trt
MI_T,.48198858,.12484187,.5,trt
MI_LOGT,.46407148,.11584287,.5,trt
CC,.37438741,.14222042,.5,trt
MI_T,.33728063,.12038446,.5,trt
MI_LOGT,.31468984,.12582268,.5,trt
CC,.45655087,.11193413,.5,trt
MI_T,.44794071,.10444784,.5,trt
MI_LOGT,.44434035,.10762663,.5,trt
CC,.91046435,.17515464,.5,trt
MI_T,.68028182,.15959676,.5,trt
MI_LOGT,.66918606,.15041722,.5,trt
CC,.26445368,.12753975,.5,trt
MI_T,.34566587,.1264157,.5,trt
MI_LOGT,.33714846,.10895236,.5,trt
CC,.46673116,.11321876,.5,trt
MI_T,.47002831,.092702635,.5,trt
MI_LOGT,.43689185,.10061634,.5,trt
CC,.42051733,.13687782,.5,trt
MI_T,.4780407,.11260077,.5,trt
MI_LOGT,.4416264,.11266208,.5,trt
CC,.46526629,.13815497,.5,trt
MI_T,.36672679,.11930025,.5,trt
MI_LOGT,.41372067,.11749545,.5,trt
CC,.6361202,.16387068,.5,trt
MI_T,.55616248,.13710918,.5,trt
MI_LOGT,.52475524,.15481101,.5,trt
CC,.37089771,.13896477,.5,trt
MI_T,.42863044,.12257914,.5,trt
MI_LOGT,.44764632,.12384856,.5,trt
CC,.56746829,.1451899,.5,trt
MI_T,.57541692,.13791199,.5,trt
MI_LOGT,.51460642,.12390211,.5,trt
CC,.54331923,.16935611,.5,trt
MI_T,.50026762,.15848297,.5,trt
MI_LOGT,.47084066,.14883754,.5,trt
CC,.64857274,.19337481,.5,trt
MI_T,.48594695,.14226572,.5,trt
MI_LOGT,.45018211,.17280827,.5,trt
CC,.54013842,.15446456,.5,trt
MI_T,.45396304,.12799856,.5,trt
MI_LOGT,.45468378,.12760182,.5,trt
CC,.41510156,.15872136,.5,trt
MI_T,.34847417,.15399142,.5,trt
MI_LOGT,.3718541,.13062574,.5,trt
CC,.52777767,.12887162,.5,trt
MI_T,.54050094,.11939106,.5,trt
MI_LOGT,.50873262,.11281314,.5,trt
CC,.48518696,.14470492,.5,trt
MI_T,.47580031,.14155854,.5,trt
MI_LOGT,.47746772,.12235591,.5,trt
CC,.69558048,.17746252,.5,trt
MI_T,.522255,.15189031,.5,trt
MI_LOGT,.55983573,.14074613,.5,trt
CC,.45941901,.14733501,.5,trt
MI_T,.37782976,.13642558,.5,trt
MI_LOGT,.40076452,.1255006,.5,trt
CC,.38261282,.13290195,.5,trt
MI_T,.30614212,.1340789,.5,trt
MI_LOGT,.31396204,.1132261,.5,trt
CC,.33328384,.12431261,.5,trt
MI_T,.33381376,.11369435,.5,trt
MI_LOGT,.37338436,.1068966,.5,trt
CC,.32994556,.12060819,.5,trt
MI_T,.44542053,.11555604,.5,trt
MI_LOGT,.42955106,.11516792,.5,trt
CC,.56641346,.14820367,.5,trt
MI_T,.41220456,.12474739,.5,trt
MI_LOGT,.43267569,.12200686,.5,trt
CC,.44952279,.16434117,.5,trt
MI_T,.57550848,.16792485,.5,trt
MI_LOGT,.56459171,.17144801,.5,trt
CC,.60829145,.14237107,.5,trt
MI_T,.72186548,.12163818,.5,trt
MI_LOGT,.62027669,.16567297,.5,trt
CC,.24173096,.12729438,.5,trt
MI_T,.25257072,.12525396,.5,trt
MI_LOGT,.29852605,.10882895,.5,trt
CC,.67559606,.16550238,.5,trt
MI_T,.58644456,.1365125,.5,trt
MI_LOGT,.63963002,.15461014,.5,trt
CC,.4762072,.17039971,.5,trt
MI_T,.53308934,.17442392,.5,trt
MI_LOGT,.55450505,.15216993,.5,trt
CC,.61439598,.16740821,.5,trt
MI_T,.57096094,.17441508,.5,trt
MI_LOGT,.55333471,.13677178,.5,trt
CC,.76511306,.14711928,.5,trt
MI_T,.54332238,.14443249,.5,trt
MI_LOGT,.5544154,.13403599,.5,trt
CC,.45611489,.14131632,.5,trt
MI_T,.38428953,.12376501,.5,trt
MI_LOGT,.40898845,.13101685,.5,trt
CC,.43080965,.11106848,.5,trt
MI_T,.41908845,.10977879,.5,trt
MI_LOGT,.39171746,.10290584,.5,trt
